chr	start	end	DNA average	DNA rank	Group	P7 CM P300 binding	ID	RNA average	RNA:DNA average
chr13	52765626	52766026	134.8226656	163	BNA_TF	158	585	288.4956672	2.139815779
chr13	90885905	90886305	100.4758591	1517	BNA_TF	96	540	24.40106657	0.242855018
chr13	92903406	92903806	170.1946318	71	BNA_TF	160	591	539.7222524	3.171206087
chr14	47011343	47011743	90.40578059	783	BNA_TF	113	568	45.99378212	0.508748244
chr14	63066970	63067370	150.9592759	1300	BNA_TF	155	525	46.11187207	0.305459017
chr14	64139015	64139415	489.3303601	1020	BNA_TF	85	530	193.2852783	0.394999563
chr14	70336397	70336797	251.2057355	469	BNA_TF	207	599	211.1449087	0.840525827
chr14	76819611	76820011	115.6972273	533	BNA_TF	74	498	83.66234512	0.723114521
chr14	76951425	76951825	42.40293923	617	BNA_TF	239	534	27.56391531	0.65004728
chr15	101241023	101241423	37.84479921	457	BNA_TF	260	542	32.85700046	0.868203852
chr15	101260296	101260696	62.85063455	286	BNA_TF	250	510	86.5275579	1.376717332
chr15	28158698	28159098	50.26298253	76	BNA_TF	119	561	155.1186638	3.086141252
chr15	7189660	7190060	267.2041319	428	BNA_TF	156	586	245.9447175	0.920437554
chr16	11461557	11461957	297.3623017	380	BNA_TF	112	556	295.9588839	0.995280445
chr16	16256659	16257059	167.9648432	16	BNA_TF	270	524	815.9221286	4.857695892
chr16	87261459	87261859	140.2816942	95	BNA_TF	338	538	385.0086676	2.744539619
chr16	87263478	87263878	371.0137287	625	BNA_TF	255	502	238.2283227	0.642101098
chr17	10474033	10474433	392.7802075	68	BNA_TF	618	608	1268.605715	3.229810695
chr17	13487942	13488342	519.7568245	65	BNA_TF	255	526	1709.81787	3.289649678
chr17	26892612	26893012	132.216726	444	BNA_TF	56	521	118.4239094	0.895680244
chr17	29457800	29458200	35.25592717	737	BNA_TF	397	560	19.06548357	0.540773853
chr17	45911283	45911683	659.8182488	1459	BNA_TF	71	523	170.3974713	0.258249104
chr17	46123958	46124358	209.8503282	890	BNA_TF	157	601	94.6199026	0.450892326
chr17	81481781	81482181	233.8568276	187	BNA_TF	119	537	440.8156421	1.884980852
chr18	23706496	23706895	67.78557606	375	BNA_H3K27ac	218	13	68.27590838	1.007233579
chr18	23706507	23706907	67.78557606	376	BNA_H3K27ac	215	536	68.27590838	1.007233579
chr18	35675433	35675833	205.7943871	1104	BNA_TF	207	559	75.54903044	0.367109286
chr18	55133878	55134278	133.3820887	7	BNA_TF	290	607	834.3152131	6.255076832
chr18	61447506	61447905	620.8425499	102	BNA_H3K27ac	843	43	1629.013943	2.623876123
chr18	61447517	61447917	620.8425499	101	BNA_TF	838	576	1629.02929	2.623900843
chr1	86470523	86470923	261.6408253	385	BNA_TF	249	603	257.3296955	0.983522718
chr19	10416970	10417370	390.2235997	22	BNA_TF	178	531	1797.086469	4.60527367
chr1	90238111	90238511	83.09644615	556	BNA_TF	234	549	57.58519854	0.692992314
chr19	32180951	32181351	31.27931279	1848	BNA_TF	153	503	3.772362964	0.120602489
chr19	36257967	36258367	114.6406901	1039	BNA_TF	146	505	44.19080682	0.385472268
chr19	40431982	40432381	220.9568525	928	BNA_H3K27ac	290	234	95.61013078	0.432709507
chr19	40432116	40432516	357.0447047	771	BNA_TF	257	578	184.7909802	0.517556983
chr19	45902416	45902816	304.048383	954	BNA_TF	281	569	126.8845105	0.41731684
chr19	47562068	47562467	191.3125224	413	BNA_H3K27ac	252	298	180.7252847	0.944659986
chr19	47562095	47562495	191.3868539	415	BNA_TF	250	574	180.7499326	0.944421881
chr19	56736258	56736658	162.9027983	27	BNA_TF	272	541	684.9510882	4.204661279
chr2	120098751	120099151	293.7641779	224	BNA_TF_H3K27ac	369	516	494.2424282	1.682446211
chr2	150663304	150663703	441.9639836	579	BNA_H3K27ac	154	95	299.0488402	0.676636222
chr2	150663317	150663716	441.9639836	578	BNA_H3K27ac	155	934	299.1031548	0.676759116
chr2	150663336	150663736	441.7338299	577	BNA_TF	153	567	299.0991008	0.677102546
chr2	163685701	163686101	7.084533458	195	BNA_TF	281	544	12.93790688	1.826218615
chr2	166399473	166399873	31.45864731	459	BNA_TF	317	506	27.20237514	0.864702632
chr2	173087355	173087755	452.1114704	91	BNA_TF	270	584	1285.698193	2.843763711
chr3	101551908	101552308	109.5695336	1302	BNA_TF	209	606	33.41045947	0.304924721
chr3	127525318	127525718	71.14719668	125	BNA_TF	127	588	169.9999102	2.389411222
chr3	51233412	51233812	245.6374942	416	BNA_TF	326	545	231.5041007	0.942462393
chr3	95692682	95693082	57.16114057	358	BNA_TF	159	512	59.95126621	1.048811581
chr4	130299186	130299585	145.1219252	110	BNA_H3K27ac	416	850	371.856127	2.562370411
chr4	130299278	130299678	289.6938757	109	BNA_TF	411	546	742.7046865	2.563756948
chr4	13832953	13833353	33.10888298	349	BNA_TF_H3K27ac	175	554	35.72684568	1.079071309
chr4	32303609	32304009	13.49844191	86	BNA_TF	125	563	39.05905769	2.893597494
chr5	100837928	100838328	268.9669888	253	BNA_TF	231	529	415.5720304	1.545067044
chr5	117000763	117001163	46.05797355	839	BNA_TF	84	593	21.83607374	0.47409975
chr5	124498277	124498677	693.9300319	1839	BNA_TF	186	605	86.12813341	0.124116452
chr5	36712881	36713281	579.6868788	532	BNA_TF	113	594	419.6552734	0.723934401
chr5	36713063	36713462	568.2762645	614	BNA_H3K27ac	164	213	370.1800455	0.651408599
chr5	36713089	36713488	569.1165622	615	BNA_H3K27ac	167	25	370.4583274	0.65093577
chr6	116635256	116635656	1099.944797	288	BNA_TF	214	519	1495.169821	1.359313508
chr6	120987538	120987938	367.2597219	508	BNA_TF	343	600	279.4378589	0.760872598
chr6	32479328	32479728	191.3621304	1859	BNA_TF	172	500	22.43386006	0.117232495
chr6	44568954	44569354	25.08706969	551	BNA_TF	16	570	17.56715462	0.700247372
chr6	58862609	58863009	11.51500221	3	BNA_TF	219	572	79.13630731	6.872452636
chr6	84155666	84156066	74.59813743	1533	BNA_TF	108	565	17.87679393	0.239641291
chr6	89239507	89239907	15.71880001	1730	BNA_TF	243	583	2.74604253	0.174697975
chr6	91546188	91546588	437.3883145	773	BNA_TF	201	557	225.7057094	0.516030497
chr7	96143153	96143553	103.5249287	90	BNA_TF	207	515	294.5869857	2.845565696
chr7	46162199	46162599	222.1406572	360	BNA_TF	168	533	231.4255907	1.041797543
chr7	46162217	46162616	222.1406572	359	BNA_H3K27ac	171	32	231.435781	1.041843416
chr7	49145728	49146128	93.17710378	85	BNA_TF	252	615	270.8264215	2.906576943
chr7	75524809	75525209	27.96894113	897	BNA_TF	104	553	12.52220598	0.447718271
chr8	104609231	104609631	44.27605145	193	BNA_TF	158	513	81.55350851	1.841932734
chr8	118701327	118701727	33.53003063	1496	BNA_TF_H3K27ac	143	566	8.353468441	0.249133934
chr8	121562824	121563224	553.2465314	1681	BNA_TF	198	610	106.1265927	0.191825139
chr8	124643808	124644208	159.6984827	456	BNA_TF	160	539	138.947204	0.870059638
chr8	124860197	124860597	289.8544472	100	BNA_TF	132	582	769.7769388	2.655736168
chr8	126666394	126666794	82.24238055	1103	BNA_TF	238	596	30.2050638	0.367268841
chr8	126667837	126668237	241.4918482	836	BNA_TF	292	507	115.3726754	0.477749772
chr8	3187353	3187753	13.46870549	93	BNA_TF	263	611	37.72721778	2.801101992
chr8	35417226	35417626	916.6260177	448	BNA_TF	100	528	819.4714476	0.894008496
chr8	36677684	36678084	299.3616932	268	BNA_TF	214	571	436.7108276	1.458806646
chr8	90869435	90869835	997.0292561	396	BNA_TF	43	590	963.226886	0.966096912
chr9	107254471	107254871	455.5111694	1662	BNA_TF	126	609	90.97418995	0.199718901
chr9	110953531	110953931	412.0597161	1084	BNA_TF	98	509	152.9779674	0.371251936
chr9	110953538	110953937	412.0597161	1085	BNA_H3K27ac	100	724	152.970179	0.371233035
chr9	114668137	114668537	155.9867995	196	BNA_TF	199	547	284.855971	1.826154341
chr9	48737338	48737738	20.18434018	234	BNA_TF	263	573	32.78888919	1.624471689
chr9	48737477	48737876	40.11194359	239	BNA_H3K27ac	280	33	64.21356454	1.600858966
chr9	61655449	61655849	427.3342976	1116	BNA_TF	232	612	155.6505279	0.364235983
chr9	77463943	77464343	426.491658	475	BNA_TF	220	602	352.8806835	0.827403483
chr10	109991768	109992168	13.41491602	1904	BNA_H3K27ac	9	1332	1.156763719	0.086229665
chr10	111052920	111053320	128.6626712	1291	BNA_H3K27ac	5	1370	39.68014929	0.308404519
chr10	116980164	116980564	30.36687466	460	BNA_H3K27ac	6	1524	26.16662177	0.86168307
chr10	13447220	13447620	11.95281489	693	BNA_H3K27ac	56	1314	6.916210527	0.578626089
chr10	22964477	22964877	21.36372706	859	BNA_H3K27ac	2	1405	9.88120164	0.462522368
chr10	33086260	33086660	40.80148744	1406	BNA_H3K27ac	9	1437	11.15313464	0.273351178
chr10	33258468	33258868	21.56586799	633	BNA_H3K27ac	6	1319	13.68583315	0.634606182
chr10	63466439	63466839	37.86672605	561	BNA_H3K27ac	11	1470	26.13099105	0.690077907
chr10	82463796	82464196	33.31654195	1652	BNA_H3K27ac	0	1493	6.71851276	0.201656966
chr10	82464194	82464594	16.65827098	1657	BNA_H3K27ac	0	1335	3.347287352	0.200938462
chr10	82464194	82464594	16.65827098	1657	BNA_H3K27ac	0	1335	3.347287352	0.200938462
chr10	9516542	9516942	7.041184971	744	BNA_H3K27ac	5	1382	3.771197208	0.535591271
chr10	97427465	97427865	6.48665447	1854	BNA_H3K27ac	6	1466	0.768672397	0.118500592
chr11	102802544	102802944	38.40997149	1398	BNA_H3K27ac	10	1472	10.54461581	0.274528082
chr11	116754440	116754840	234.2520177	474	BNA_H3K27ac	20	1296	194.2087407	0.829058988
chr11	117430909	117431309	147.0781135	1493	BNA_H3K27ac	3	1392	36.72741937	0.249713696
chr11	13033581	13033981	9.141598726	1791	BNA_H3K27ac	2	1334	1.356217069	0.148356662
chr11	17285585	17285985	836.9416747	1532	BNA_H3K27ac	7	1368	200.7131051	0.239817315
chr1	118342065	118342465	46.90578691	611	BNA_H3K27ac	49	1526	30.61787468	0.652752607
chr11	21639009	21639409	13.7455723	276	BNA_H3K27ac	18	1507	19.44637541	1.414737415
chr1	120305425	120305825	40.9875512	498	BNA_H3K27ac	4	1379	31.72175112	0.773936237
chr11	30358401	30358801	20.05549543	342	BNA_H3K27ac	4	1430	22.0359378	1.098748115
chr11	31557120	31557520	12.1175197	729	BNA_H3K27ac	2	1295	6.648116193	0.548636714
chr11	44241773	44242173	80.78693324	1861	BNA_H3K27ac	6	1439	9.430809247	0.116736815
chr1	146016756	146017156	7.760988174	1874	BNA_H3K27ac	1	1340	0.859916579	0.110799883
chr1	149090708	149091108	7.752499833	1643	BNA_H3K27ac	2	1336	1.584807249	0.204425319
chr11	54423395	54423795	16.06346268	1912	BNA_H3K27ac	11	1358	1.302905437	0.081109874
chr1	153104842	153105242	216.6270045	534	BNA_H3K27ac	0	1451	156.3600691	0.721793986
chr11	6282401	6282801	52.00574489	943	BNA_H3K27ac	20	1505	21.90349383	0.421174504
chr11	6288788	6289188	64.66948031	1902	BNA_H3K27ac	0	1373	5.651729658	0.087394079
chr11	65304523	65304923	61.47409461	1465	BNA_H3K27ac	13	1506	15.74767414	0.256167647
chr11	65305269	65305669	8.097162496	1526	BNA_H3K27ac	2	1510	1.953343107	0.241237978
chr11	65321101	65321501	12.88129471	714	BNA_H3K27ac	11	1351	7.279422827	0.565115774
chr1	165581355	165581755	46.85179665	1549	BNA_H3K27ac	1	1508	10.9762479	0.234275923
chr1	165820293	165820693	24.55958976	849	BNA_H3K27ac	0	1463	11.50395038	0.468409712
chr1	187950881	187951281	261.3607874	1168	BNA_H3K27ac	3	1421	90.57553598	0.346553654
chr1	189550943	189551343	113.9766835	1587	BNA_H3K27ac	2	1461	25.59284857	0.224544598
chr1	189957643	189958043	21.22907034	573	BNA_H3K27ac	7	1323	14.42595907	0.679537956
chr12	14166297	14166697	295.9417355	937	BNA_H3K27ac	2	1359	125.8329086	0.425194873
chr12	14174970	14175370	39.59814064	128	BNA_H3K27ac	16	1383	94.07980898	2.375864307
chr12	16767919	16768319	611.5852732	772	BNA_H3K27ac	9	1363	316.36261	0.51728291
chr12	21088391	21088791	182.6612392	1177	BNA_H3K27ac	2	1503	62.84463091	0.344050173
chr12	37110459	37110859	19.6956906	694	BNA_H3K27ac	6	1361	11.39526981	0.578566654
chr12	37114084	37114484	1044.763967	592	BNA_H3K27ac	2	1324	696.4632102	0.666622541
chr12	37124051	37124451	11.33637368	1198	BNA_H3K27ac	5	1297	3.836547583	0.338428116
chr12	39000106	39000506	21.20892257	1342	BNA_H3K27ac	4	1488	6.161738436	0.290525764
chr12	67811979	67812379	88.9559622	1596	BNA_H3K27ac	7	1333	19.5417622	0.21967906
chr13	108438025	108438425	52.79263796	738	BNA_H3K27ac	8	1411	28.51082725	0.54005309
chr13	112043201	112043601	23.08240914	1425	BNA_H3K27ac	8	1417	6.196726782	0.268461006
chr13	12273477	12273877	2575.220178	575	BNA_H3K27ac	10	1329	1745.698396	0.677883162
chr13	12274258	12274658	119.9017593	1965	BNA_H3K27ac	21	1298	2.764771921	0.023058643
chr13	32937373	32937773	65.52812897	546	BNA_H3K27ac	5	1496	46.22962657	0.705492852
chr13	42255331	42255731	34.02273309	1575	BNA_H3K27ac	5	1401	7.731852196	0.22725547
chr13	5260338	5260738	215.8719468	663	BNA_H3K27ac	5	1464	130.2224559	0.603239364
chr13	53094906	53095306	334.8707835	1083	BNA_H3K27ac	52	1413	124.3263347	0.371266593
chr13	73278601	73279001	35.00734935	620	BNA_H3K27ac	9	1533	22.63117124	0.646469146
chr13	95595903	95596303	93.02314337	1152	BNA_H3K27ac	4	1309	32.67962736	0.351306419
chr14	101172615	101173015	10.48019011	1269	BNA_H3K27ac	4	1487	3.297623158	0.314652991
chr14	118068790	118069190	47.18129717	1041	BNA_H3K27ac	1	1518	18.17056363	0.385122172
chr14	118809040	118809440	350.6492758	896	BNA_H3K27ac	5	1326	157.1084314	0.448050067
chr14	15445106	15445506	20.20274657	1371	BNA_H3K27ac	0	1471	5.711490784	0.282708629
chr1	43253437	43253837	239.5562229	1183	BNA_H3K27ac	7	1371	81.79030353	0.341424249
chr14	57045096	57045496	94.40395472	450	BNA_H3K27ac	21	1328	83.91856453	0.888930604
chr14	58219443	58219843	130.3249689	850	BNA_H3K27ac	23	1530	61.03670085	0.46834234
chr14	67240433	67240833	205.0772071	1440	BNA_H3K27ac	0	1322	54.03511283	0.263486682
chr14	79713882	79714282	11.6838131	1220	BNA_H3K27ac	1	1352	3.854185792	0.329873968
chr15	40738345	40738745	17.75254643	1815	BNA_H3K27ac	12	1432	2.441000068	0.137501405
chr15	5300295	5300695	55.09531076	976	BNA_H3K27ac	2	1532	22.63178535	0.410775165
chr15	5326634	5327034	52.52821923	1208	BNA_H3K27ac	3	1495	17.60889774	0.335227388
chr15	7857025	7857425	151.0014259	1248	BNA_H3K27ac	36	1520	48.21013172	0.319269381
chr15	83676617	83677017	122.2108497	1536	BNA_H3K27ac	43	1384	28.90985768	0.23655721
chr16	38425157	38425557	202.163041	1548	BNA_H3K27ac	3	1538	47.36230942	0.234277785
chr16	46343510	46343910	20.84411214	998	BNA_H3K27ac	2	1364	8.393014324	0.40265636
chr16	51806770	51807170	120.5767738	1120	BNA_H3K27ac	1	1467	43.82662306	0.363474836
chr16	6565901	6566301	57.63369526	1742	BNA_H3K27ac	2	1369	9.79657128	0.169979926
chr16	86127065	86127465	23.20699199	1891	BNA_H3K27ac	9	1414	2.172238572	0.093602763
chr17	26836205	26836605	27.57201185	1258	BNA_H3K27ac	19	1453	8.763425162	0.317837712
chr17	26847929	26848329	94.58092455	1417	BNA_H3K27ac	6	1525	25.49572772	0.26956522
chr1	73729400	73729800	39.37350499	1843	BNA_H3K27ac	5	1492	4.83034974	0.122680207
chr17	42629698	42630098	270.2108468	1528	BNA_H3K27ac	2	1399	65.01754935	0.240617836
chr17	42629698	42630098	270.2108468	1528	BNA_H3K27ac	2	1399	65.01754935	0.240617836
chr17	42629961	42630361	162.5205541	1419	BNA_H3K27ac	22	1489	43.78970763	0.269441043
chr17	42629961	42630361	162.5205541	1419	BNA_H3K27ac	22	1489	43.78970763	0.269441043
chr17	42824671	42825071	107.0963263	1881	BNA_H3K27ac	4	1504	11.41236939	0.106561726
chr1	76014347	76014747	29.02655963	1027	BNA_H3K27ac	1	1313	11.35180295	0.391083308
chr1	76022374	76022774	605.1182074	1004	BNA_H3K27ac	0	1425	242.7038225	0.401084977
chr17	61312507	61312907	5.11510015	1715	BNA_H3K27ac	6	1434	0.918158725	0.179499658
chr17	62133596	62133996	16.69320429	1702	BNA_H3K27ac	5	1312	3.050828155	0.18275869
chr17	62418126	62418526	9.475426083	1589	BNA_H3K27ac	4	1433	2.11578284	0.223291578
chr17	81744829	81745229	142.364189	1534	BNA_H3K27ac	7	1344	33.97473477	0.238646636
chr17	81845212	81845612	68.07996747	1588	BNA_H3K27ac	6	1480	15.20429108	0.223329882
chr1	80206573	80206973	205.3150709	621	BNA_H3K27ac	2	1385	132.3861613	0.644795147
chr18	13826905	13827305	49.30262011	920	BNA_H3K27ac	8	1511	21.55608652	0.437219898
chr18	14017392	14017792	73.32479415	799	BNA_H3K27ac	5	1479	36.47478775	0.497441393
chr1	81695089	81695489	241.6466999	930	BNA_H3K27ac	8	1357	104.475686	0.432348904
chr18	20316777	20317177	9.759057589	1740	BNA_H3K27ac	3	1374	1.672366123	0.171365535
chr1	82541106	82541506	416.8912924	447	BNA_H3K27ac	8	1389	373.1932471	0.895181199
chr1	82579321	82579721	393.6000553	1028	BNA_H3K27ac	0	1388	153.7911489	0.39072949
chr18	74338036	74338436	110.2088743	1007	BNA_H3K27ac	2	1354	44.1351533	0.400468234
chr18	83472360	83472760	6.941700053	987	BNA_H3K27ac	1	1512	2.820270677	0.406279536
chr19	27262685	27263085	105.9975881	649	BNA_H3K27ac	5	1325	65.67266097	0.619567503
chr19	45154105	45154505	10.36454536	1431	BNA_H3K27ac	3	1318	2.772234658	0.267472867
chr1	93906078	93906478	5.114788487	1013	BNA_H3K27ac	1	1441	2.034889244	0.397844261
chr19	60032375	60032775	29.75946244	1800	BNA_H3K27ac	6	1317	4.300080368	0.144494558
chr19	9316966	9317366	364.2794764	1158	BNA_H3K27ac	1	1300	127.5918107	0.350258027
chr19	9316966	9317366	364.2794764	1158	BNA_H3K27ac	1	1300	127.5918107	0.350258027
chr19	9620643	9621043	120.6315809	1448	BNA_H3K27ac	0	1499	31.62067238	0.262125988
chr2	105139117	105139517	42.49178238	1164	BNA_H3K27ac	10	1485	14.78395636	0.34792507
chr2	152183411	152183811	44.2567278	879	BNA_H3K27ac	7	1478	20.05910373	0.453244167
chr2	152188194	152188594	12.41312229	1225	BNA_H3K27ac	4	1342	4.08645396	0.329204358
chr2	159520111	159520511	32.90705372	971	BNA_H3K27ac	0	1514	13.5776628	0.412606456
chr2	163372347	163372747	34.45585183	527	BNA_H3K27ac	4	1452	25.30326907	0.734367828
chr2	181531784	181532184	196.2115107	1795	BNA_H3K27ac	2	1412	28.81104383	0.146836665
chr2	51429190	51429590	23.56742015	299	BNA_H3K27ac	12	1408	30.42916399	1.291153796
chr2	66796887	66797287	153.4582799	796	BNA_H3K27ac	0	1347	76.56495006	0.498930068
chr2	76807666	76808066	35.65998002	1597	BNA_H3K27ac	15	1458	7.819989693	0.21929316
chr2	80398014	80398414	14.92435359	1461	BNA_H3K27ac	3	1419	3.847597519	0.257806644
chr2	84231153	84231553	87.8089881	886	BNA_H3K27ac	1	1535	39.73318934	0.452495698
chr3	112083970	112084370	19.02416607	1422	BNA_H3K27ac	0	1529	5.120370259	0.269150839
chr3	147466364	147466764	35.29008133	1733	BNA_H3K27ac	3	1315	6.150293063	0.174278234
chr3	148233277	148233677	22.38218582	1836	BNA_H3K27ac	24	1420	2.825011895	0.12621698
chr3	148636202	148636602	421.6675024	702	BNA_H3K27ac	2	1331	242.1119649	0.574177435
chr3	149507953	149508353	24.71059984	405	BNA_H3K27ac	7	1404	23.49434662	0.950780101
chr3	156207998	156208398	28.71788564	992	BNA_H3K27ac	16	1473	11.60832503	0.404219349
chr3	30098054	30098454	21.31342035	1323	BNA_H3K27ac	5	1444	6.324315689	0.296729271
chr3	53732878	53733278	258.3881838	1019	BNA_H3K27ac	3	1457	102.1142381	0.395197012
chr3	67362581	67362981	111.2743474	1685	BNA_H3K27ac	1	1380	21.24237115	0.190900883
chr3	97302757	97303157	26.57370087	1473	BNA_H3K27ac	4	1306	6.769853393	0.254757643
chr3	98406368	98406768	228.6081438	1543	BNA_H3K27ac	4	1303	53.77866399	0.235243868
chr3	99824097	99824497	87.22159506	1260	BNA_H3K27ac	3	1523	27.68956062	0.317462213
chr4	147908839	147909239	66.27652555	905	BNA_H3K27ac	6	1362	29.45141133	0.444371685
chr4	147968427	147968827	11.94463821	1412	BNA_H3K27ac	9	1397	3.241898171	0.271410328
chr4	148884401	148884801	201.1035525	1224	BNA_H3K27ac	4	1446	66.20947706	0.329230768
chr4	32205917	32206317	71.54174353	829	BNA_H3K27ac	6	1475	34.43146464	0.481277964
chr4	41037392	41037792	62.69704124	1887	BNA_H3K27ac	3	1531	6.167183412	0.098364824
chr4	88976468	88976868	33.50025875	1190	BNA_H3K27ac	2	1459	11.40990516	0.340591553
chr4	95234528	95234928	36.55442382	1599	BNA_H3K27ac	4	1449	8.002496523	0.218920056
chr4	99612973	99613373	452.1101173	612	BNA_H3K27ac	22	1308	294.6562556	0.651735593
chr5	119838462	119838862	332.4108062	899	BNA_H3K27ac	4	1307	148.5569518	0.446907709
chr5	119839190	119839590	123.558718	1359	BNA_H3K27ac	14	1407	35.26459654	0.285407595
chr5	146946387	146946787	11.08301925	1606	BNA_H3K27ac	4	1339	2.40943949	0.217399197
chr5	17989143	17989543	74.24132062	1029	BNA_H3K27ac	2	1427	28.98549587	0.390422687
chr5	21315360	21315760	53.63430994	1610	BNA_H3K27ac	2	1490	11.60976823	0.216461594
chr5	50308175	50308575	25.28327003	1821	BNA_H3K27ac	6	1483	3.431140776	0.135707951
chr5	74663299	74663699	291.0463126	1320	BNA_H3K27ac	0	1513	86.67524254	0.297805671
chr5	80605248	80605648	15.81081424	1626	BNA_H3K27ac	3	1486	3.311996473	0.209476655
chr6	117389427	117389827	40.9449087	1834	BNA_H3K27ac	10	1310	5.248908129	0.128194403
chr6	15548181	15548581	19.33733321	303	BNA_H3K27ac	2	1377	24.69026982	1.276818761
chr6	22220367	22220767	38.16702258	1581	BNA_H3K27ac	13	1502	8.622282424	0.225909223
chr6	24574338	24574738	23.17335029	1567	BNA_H3K27ac	6	1394	5.30767635	0.229042253
chr6	51337403	51337803	250.9481369	563	BNA_H3K27ac	3	1498	172.8521407	0.68879627
chr6	65749173	65749573	28.17374068	537	BNA_H3K27ac	12	1515	20.21066041	0.717358076
chr6	7543079	7543479	119.9419367	1763	BNA_H3K27ac	2	1345	19.37046115	0.161498652
chr6	84240259	84240659	90.66139931	1908	BNA_H3K27ac	4	1539	7.488221142	0.082595473
chr7	95262484	95262884	11.8222465	1025	BNA_H3K27ac	7	1381	4.637194079	0.392243055
chr7	101045319	101045719	29.04731299	1870	BNA_H3K27ac	3	1330	3.268160536	0.11251163
chr7	102704497	102704897	73.67455233	1831	BNA_H3K27ac	0	1349	9.535075289	0.129421557
chr7	111067738	111068138	52.50522977	1632	BNA_H3K27ac	10	1484	10.90188391	0.207634248
chr7	122057500	122057900	107.6609306	1810	BNA_H3K27ac	2	1474	15.24754816	0.14162564
chr7	136797740	136798140	21.87923591	1776	BNA_H3K27ac	8	1400	3.400210072	0.155408081
chr7	137055921	137056321	128.2413582	1350	BNA_H3K27ac	0	1376	37.04803886	0.288893064
chr7	137299133	137299533	168.796504	571	BNA_H3K27ac	1	1447	115.1801208	0.68236082
chr7	137302791	137303191	11.98113933	1315	BNA_H3K27ac	3	1454	3.585753262	0.299283162
chr7	137308483	137308883	47.01274252	1111	BNA_H3K27ac	3	1346	17.17884573	0.365408287
chr7	139216879	139217279	46.1508119	885	BNA_H3K27ac	4	1537	20.88327469	0.4525007
chr7	74419898	74420298	50.32987887	697	BNA_H3K27ac	5	1402	29.0376973	0.57694749
chr8	117919504	117919904	149.5572437	1294	BNA_H3K27ac	1	1469	45.99188181	0.307520256
chr8	13230116	13230516	725.7825023	873	BNA_H3K27ac	40	1482	331.1464828	0.45626132
chr8	28195583	28195983	19.47781965	1558	BNA_H3K27ac	8	1337	4.510545409	0.231573425
chr8	46221610	46222010	77.64639013	1462	BNA_H3K27ac	6	1393	19.96921457	0.257181493
chr8	57198324	57198724	27.92395167	1824	BNA_H3K27ac	5	1468	3.761809722	0.134716238
chr8	57199764	57200164	24.26226352	898	BNA_H3K27ac	34	1410	10.86168391	0.447678095
chr8	57200688	57201088	15.44396851	1862	BNA_H3K27ac	30	1534	1.799583037	0.116523356
chr8	57206676	57207076	59.26112453	739	BNA_H3K27ac	8	1491	31.9966625	0.539926685
chr8	57303824	57304224	95.12371073	834	BNA_H3K27ac	50	1418	45.70147236	0.480442489
chr8	68179278	68179678	10.5050318	1937	BNA_H3K27ac	1	1350	0.621580545	0.059169792
chr8	68867590	68867990	17.46073825	1240	BNA_H3K27ac	0	1443	5.624878878	0.32214439
chr8	8912096	8912496	15.6236147	1438	BNA_H3K27ac	12	1356	4.130583915	0.26438081
chr8	86890705	86891105	59.12536749	1216	BNA_H3K27ac	4	1527	19.61792343	0.331802139
chr8	87453186	87453586	14.75616603	1721	BNA_H3K27ac	2	1462	2.617032877	0.177351818
chr9	20553421	20553821	46.29395696	1246	BNA_H3K27ac	1	1395	14.83085576	0.320362672
chr9	24740045	24740445	5.88674018	1852	BNA_H3K27ac	6	1440	0.700588642	0.119011307
chr9	24751728	24752128	21.52404961	352	BNA_H3K27ac	9	1536	22.90650583	1.064228444
chr9	24973316	24973716	265.1701669	1310	BNA_H3K27ac	16	1494	79.91343903	0.301366628
chr9	32329141	32329541	27.84746668	1491	BNA_H3K27ac	6	1428	6.96344939	0.250056835
chr9	52834130	52834530	137.0426588	1049	BNA_H3K27ac	5	1521	52.50408399	0.383122193
chr9	6403132	6403532	5.359260243	1521	BNA_H3K27ac	0	1435	1.297765188	0.242153792
chr9	6424350	6424750	18.17510606	503	BNA_H3K27ac	10	1500	13.92852517	0.766351796
chr9	6455775	6456175	63.55145397	931	BNA_H3K27ac	9	1398	27.46931972	0.432237471
chr9	6481154	6481554	72.88581749	1435	BNA_H3K27ac	4	1476	19.30507174	0.264867328
chr9	6552760	6553160	21.41392292	1974	BNA_H3K27ac	12	1387	0.248488516	0.011604063
chr9	71383460	71383860	11.28484851	919	BNA_H3K27ac	7	1327	4.936748562	0.437466977
chr9	71550313	71550713	169.4233035	594	BNA_H3K27ac	3	1366	112.8987451	0.666370817
chr9	96988345	96988745	196.7560604	1615	BNA_H3K27ac	17	1301	42.05352108	0.213734311
chr10	14463913	14464313	21.52670824	470	negative	9	1601	18.03765232	0.837919673
chr10	20486635	20487035	115.5537706	695	negative	242	1607	66.79487347	0.578041488
chr10	24493903	24494303	217.0875953	590	negative	50	1575	145.4349976	0.669936932
chr10	43746208	43746608	234.108561	1187	negative	8	1633	79.75145181	0.340660126
chr10	59443347	59443747	74.62943217	1552	negative	18	1589	17.44669406	0.233777661
chr10	86295622	86296022	365.8492141	1218	negative	6	1580	121.365109	0.331735328
chr11	116319299	116319699	381.0010938	1231	negative	9	1670	124.4272209	0.326579695
chr11	26490211	26490611	158.040153	1812	negative	3	1584	22.20433974	0.140498091
chr11	32251198	32251598	123.4890332	1301	negative	0	1595	37.66780552	0.30502956
